PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-116	chr1	60941095	60941719	+	60940056	NA	Intergenic	Intergenic	7058	ENSMUST00000121041.1	ENSMUSG00000080800	ENSMUST00000121041			Gm11582			
chr1-117	chr1	60941095	60941719	+	60940056	NA	Intergenic	Intergenic	7058	ENSMUST00000121041.1	ENSMUSG00000080800	ENSMUST00000121041			Gm11582			
chr1-114	chr1	60924143	60924699	+	60926158	NA	Intergenic	Intergenic	15250	ENSMUST00000097720.3	ENSMUSG00000026011	ENSMUST00000124816			Ctla4			
chr1-115	chr1	60924143	60924699	+	60926158	NA	Intergenic	Intergenic	15250	ENSMUST00000097720.3	ENSMUSG00000026011	ENSMUST00000124816			Ctla4			
chr11-194	chr11	60810462	60811390	+	60811732	NA	exon (ENSMUST00000018744.14, exon 1 of 12)	-exon (ENSMUST00000018744.14, exon 1 of 12)	165	ENSMUST00000173260.7	ENSMUSG00000020534	ENSMUST00000135081			Shmt1			
chr11-195	chr11	60810462	60811390	+	60811732	NA	exon (ENSMUST00000018744.14, exon 1 of 12)	-exon (ENSMUST00000018744.14, exon 1 of 12)	165	ENSMUST00000173260.7	ENSMUSG00000020534	ENSMUST00000135081			Shmt1			
chr3-96	chr3	60785072	60785948	+	60784419	NA	Intergenic	Intergenic	-2851	ENSMUST00000194030.1	ENSMUSG00000103587	ENSMUST00000194030			Gm38326			
chr3-97	chr3	60785072	60785948	+	60784419	NA	Intergenic	Intergenic	-2851	ENSMUST00000194030.1	ENSMUSG00000103587	ENSMUST00000194030			Gm38326			
chr1-112	chr1	60755872	60756205	+	60755958	NA	intron (ENSMUST00000153207.1, intron 1 of 1)	-intron (ENSMUST00000027165.2, intron 1 of 3)	9636	ENSMUST00000153207.1	ENSMUSG00000026012	ENSMUST00000153207			Cd28			
chr1-113	chr1	60755872	60756205	+	60755958	NA	intron (ENSMUST00000153207.1, intron 1 of 1)	-intron (ENSMUST00000027165.2, intron 1 of 3)	9636	ENSMUST00000153207.1	ENSMUSG00000026012	ENSMUST00000153207			Cd28			
chr1-111	chr1	60746076	60746547	+	60744379	NA	promoter-TSS (ENSMUST00000027165.2)	-promoter-TSS (ENSMUST00000027165.2)	-47	ENSMUST00000027165.2	ENSMUSG00000026012	ENSMUST00000153207			Cd28			
chr18-197	chr18	60695788	60695953	+	60693807	NA	intron (ENSMUST00000169273.1, intron 9 of 13)	-intron (ENSMUST00000169273.1, intron 9 of 13)	17519	ENSMUST00000169273.1	ENSMUSG00000054008	ENSMUST00000169273			Ndst1			
chr18-196	chr18	60691884	60692186	+	60693807	NA	exon (ENSMUST00000169273.1, exon 11 of 14)	-exon (ENSMUST00000169273.1, exon 11 of 14)	21354	ENSMUST00000169273.1	ENSMUSG00000054008	ENSMUST00000169273			Ndst1			
chr14-246	chr14	60677269	60677973	+	60679427	NA	intron (ENSMUST00000159135.1, intron 2 of 2)	-intron (ENSMUST00000022566.13, intron 1 of 12)	-14354	ENSMUST00000160095.2	ENSMUSG00000021990	ENSMUST00000159476			Spata13			
chr14-245	chr14	60677269	60677973	+	60679427	NA	intron (ENSMUST00000159135.1, intron 2 of 2)	-intron (ENSMUST00000022566.13, intron 1 of 12)	-14354	ENSMUST00000160095.2	ENSMUSG00000021990	ENSMUST00000159476			Spata13			
chr13-166	chr13	60674400	60675295	+	60677109	NA	intron (ENSMUST00000077453.11, intron 2 of 25)	-intron (ENSMUST00000044083.7, intron 2 of 26)	72636	ENSMUST00000044083.7	ENSMUSG00000021559	ENSMUST00000044083			Dapk1			
chr13-168	chr13	60674400	60675295	+	60677109	NA	intron (ENSMUST00000077453.11, intron 2 of 25)	-intron (ENSMUST00000044083.7, intron 2 of 26)	72636	ENSMUST00000044083.7	ENSMUSG00000021559	ENSMUST00000044083			Dapk1			
chr13-167	chr13	60674400	60675295	+	60677109	NA	intron (ENSMUST00000077453.11, intron 2 of 25)	-intron (ENSMUST00000044083.7, intron 2 of 26)	72636	ENSMUST00000044083.7	ENSMUSG00000021559	ENSMUST00000044083			Dapk1			
chr8-126	chr8	60648648	60649191	+	60648835	NA	intron (ENSMUST00000161421.1, intron 1 of 1)	-intron (ENSMUST00000160719.7, intron 1 of 2)	-6185	ENSMUST00000161702.7	ENSMUSG00000031647	ENSMUST00000161421			Mfap3l			
chr11-193	chr11	60559254	60559582	+	60559965	NA	TTS (ENSMUST00000044250.3)	-TTS (ENSMUST00000044250.3)	1887	ENSMUST00000177975.1	ENSMUSG00000096745	ENSMUST00000177975			Gm12622			
chr18-195	chr18	60560918	60561523	+	60559363	NA	intron (ENSMUST00000161544.1, intron 1 of 6)	-intron (ENSMUST00000025506.6, intron 1 of 10)	452	ENSMUST00000161544.1	ENSMUSG00000024604	ENSMUST00000159203			Rbm22			
chr8-125	chr8	60531679	60532558	+	60532623	NA	intron (ENSMUST00000209338.1, intron 7 of 12)	-intron (ENSMUST00000079472.3, intron 7 of 12)	25607	ENSMUST00000209338.1	ENSMUSG00000057228	ENSMUST00000079472			Aadat			
chr8-124	chr8	60531679	60532558	+	60532623	NA	intron (ENSMUST00000209338.1, intron 7 of 12)	-intron (ENSMUST00000079472.3, intron 7 of 12)	25607	ENSMUST00000209338.1	ENSMUSG00000057228	ENSMUST00000079472			Aadat			
chr11-192	chr11	60520955	60521464	+	60521872	NA	exon (ENSMUST00000122825.1, exon 12 of 12)	-exon (ENSMUST00000122825.1, exon 12 of 12)	11675	ENSMUST00000122825.1	ENSMUSG00000042678	ENSMUST00000094135			Myo15			
chr11-190	chr11	60493033	60493672	+	60491752	NA	intron (ENSMUST00000126522.3, intron 15 of 47)	-intron (ENSMUST00000071880.8, intron 17 of 65)	13437	ENSMUST00000126522.3	ENSMUSG00000042678	ENSMUST00000094135			Myo15			
chr11-191	chr11	60493033	60493672	+	60491752	NA	intron (ENSMUST00000126522.3, intron 15 of 47)	-intron (ENSMUST00000071880.8, intron 17 of 65)	13437	ENSMUST00000126522.3	ENSMUSG00000042678	ENSMUST00000094135			Myo15			
chr13-164	chr13	60479038	60479997	+	60479262	NA	Intergenic	Intergenic	49892	ENSMUST00000117016.1	ENSMUSG00000080666	ENSMUST00000117016			Gm25000			
chr13-163	chr13	60479038	60479997	+	60479262	NA	Intergenic	Intergenic	49892	ENSMUST00000117016.1	ENSMUSG00000080666	ENSMUST00000117016			Gm25000			
chr13-165	chr13	60479038	60479997	+	60479262	NA	Intergenic	Intergenic	49892	ENSMUST00000117016.1	ENSMUSG00000080666	ENSMUST00000117016			Gm25000			
chr2-240	chr2	60405683	60406364	+	60407880	NA	Intergenic	Intergenic	-5502	ENSMUST00000131457.1	ENSMUSG00000087283	ENSMUST00000131457			Gm13580			
chr2-239	chr2	60382149	60383739	+	60381100	NA	intron (ENSMUST00000112533.7, intron 1 of 34)	-intron (ENSMUST00000028362.8, intron 1 of 34)	287	ENSMUST00000028362.8	ENSMUSG00000026980	ENSMUST00000028362			Ly75			
chr2-238	chr2	60382149	60383739	+	60381100	NA	intron (ENSMUST00000112533.7, intron 1 of 34)	-intron (ENSMUST00000028362.8, intron 1 of 34)	287	ENSMUST00000028362.8	ENSMUSG00000026980	ENSMUST00000028362			Ly75			
chr2-237	chr2	60382149	60383739	+	60381100	NA	intron (ENSMUST00000112533.7, intron 1 of 34)	-intron (ENSMUST00000028362.8, intron 1 of 34)	287	ENSMUST00000028362.8	ENSMUSG00000026980	ENSMUST00000028362			Ly75			
chr9-211	chr9	60325778	60326249	+	60327145	NA	intron (ENSMUST00000171654.7, intron 5 of 16)	-intron (ENSMUST00000098660.9, intron 6 of 17)	-93850	ENSMUST00000157925.1	ENSMUSG00000088550	ENSMUST00000157925			Gm22099			
chr9-210	chr9	60325778	60326249	+	60327145	NA	intron (ENSMUST00000171654.7, intron 5 of 16)	-intron (ENSMUST00000098660.9, intron 6 of 17)	-93850	ENSMUST00000157925.1	ENSMUSG00000088550	ENSMUST00000157925			Gm22099			
chr11-189	chr11	60231369	60232269	+	60234070	NA	promoter-TSS (ENSMUST00000151284.1)	-promoter-TSS (ENSMUST00000151284.1)	-472	ENSMUST00000151284.1	ENSMUSG00000000538	ENSMUST00000093048			Tom1l2			
chr13-162	chr13	60175909	60177420	+	60177524	NA	exon (ENSMUST00000065086.4, exon 1 of 1)	-exon (ENSMUST00000065086.4, exon 1 of 1)	701	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chr13-160	chr13	60175909	60177420	+	60177524	NA	exon (ENSMUST00000065086.4, exon 1 of 1)	-exon (ENSMUST00000065086.4, exon 1 of 1)	701	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chr13-158	chr13	60175909	60177420	+	60177524	NA	exon (ENSMUST00000065086.4, exon 1 of 1)	-exon (ENSMUST00000065086.4, exon 1 of 1)	701	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chr13-159	chr13	60175909	60177420	+	60177524	NA	exon (ENSMUST00000065086.4, exon 1 of 1)	-exon (ENSMUST00000065086.4, exon 1 of 1)	701	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chr13-161	chr13	60175909	60177420	+	60177524	NA	exon (ENSMUST00000065086.4, exon 1 of 1)	-exon (ENSMUST00000065086.4, exon 1 of 1)	701	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chr11-187	chr11	60114857	60115825	+	60117539	NA	promoter-TSS (ENSMUST00000130746.1)	-promoter-TSS (ENSMUST00000130746.1)	-111	ENSMUST00000130746.1	ENSMUSG00000051008	ENSMUST00000130746			4930412M03Rik			
chr11-188	chr11	60114857	60115825	+	60117539	NA	promoter-TSS (ENSMUST00000130746.1)	-promoter-TSS (ENSMUST00000130746.1)	-111	ENSMUST00000130746.1	ENSMUSG00000051008	ENSMUST00000130746			4930412M03Rik			
chr13-157	chr13	60019774	60020668	+	60021455	NA	Intergenic	Intergenic	157144	ENSMUST00000065086.4	ENSMUSG00000052957	ENSMUST00000065086			Gas1			
chrX-99	chrX	60014394	60015121	+	60015595	NA	intron (ENSMUST00000033477.4, intron 4 of 7)	-intron (ENSMUST00000033477.4, intron 4 of 7)	15293	ENSMUST00000033477.4	ENSMUSG00000031138	ENSMUST00000033477			F9			
chr11-186	chr11	59994420	59994686	+	59995838	NA	intron (ENSMUST00000148512.1, intron 1 of 3)	-intron (ENSMUST00000000310.13, intron 2 of 6)	-10813	ENSMUST00000146461.1	ENSMUSG00000000301	ENSMUST00000102692			Pemt			
chr10-117	chr10	59963825	59965574	+	59962597	NA	Intergenic	Intergenic	-12929	ENSMUST00000020308.3	ENSMUSG00000020108	ENSMUST00000020308			Ddit4			
chr10-118	chr10	59963825	59965574	+	59962597	NA	Intergenic	Intergenic	-12929	ENSMUST00000020308.3	ENSMUSG00000020108	ENSMUST00000020308			Ddit4			
chr10-120	chr10	59963825	59965574	+	59962597	NA	Intergenic	Intergenic	-12929	ENSMUST00000020308.3	ENSMUSG00000020108	ENSMUST00000020308			Ddit4			
chr10-119	chr10	59963825	59965574	+	59962597	NA	Intergenic	Intergenic	-12929	ENSMUST00000020308.3	ENSMUSG00000020108	ENSMUST00000020308			Ddit4			
chr10-116	chr10	59963825	59965574	+	59962597	NA	Intergenic	Intergenic	-12929	ENSMUST00000020308.3	ENSMUSG00000020108	ENSMUST00000020308			Ddit4			
chr19-307	chr19	59932795	59933530	+	59932153	NA	intron (ENSMUST00000171986.7, intron 3 of 4)	-intron (ENSMUST00000051996.12, intron 3 of 5)	9838	ENSMUST00000170819.1	ENSMUSG00000040022	ENSMUST00000170819			Rab11fip2			
chr13-156	chr13	59889649	59889908	+	59888655	NA	Intergenic	Intergenic	-66631	ENSMUST00000071703.4	ENSMUSG00000035248	ENSMUST00000071703			Zcchc6			
chr13-155	chr13	59881830	59882001	+	59881443	NA	Intergenic	Intergenic	-58768	ENSMUST00000071703.4	ENSMUSG00000035248	ENSMUST00000071703			Zcchc6			
chr11-185	chr11	59839127	59840030	+	59839031	NA	exon (ENSMUST00000149076.7, exon 1 of 5)	-exon (ENSMUST00000149076.7, exon 1 of 5)	131	ENSMUST00000154699.7	ENSMUSG00000032615	ENSMUST00000137695			Nt5m			
chr11-182	chr11	59808829	59810332	+	59812324	NA	promoter-TSS (ENSMUST00000091246.10)	-promoter-TSS (ENSMUST00000091246.10)	8	ENSMUST00000091246.10	ENSMUSG00000032633	ENSMUST00000151453			Flcn			
chr11-184	chr11	59808829	59810332	+	59812324	NA	promoter-TSS (ENSMUST00000091246.10)	-promoter-TSS (ENSMUST00000091246.10)	8	ENSMUST00000091246.10	ENSMUSG00000032633	ENSMUST00000151453			Flcn			
chr11-183	chr11	59808829	59810332	+	59812324	NA	promoter-TSS (ENSMUST00000091246.10)	-promoter-TSS (ENSMUST00000091246.10)	8	ENSMUST00000091246.10	ENSMUSG00000032633	ENSMUST00000151453			Flcn			
chr4-404	chr4	59805430	59806867	+	59805839	NA	exon (ENSMUST00000030080.6, exon 1 of 9)	-exon (ENSMUST00000030080.6, exon 1 of 9)	268	ENSMUST00000123665.1	ENSMUSG00000028385	ENSMUST00000143185			Snx30			
chr4-403	chr4	59805430	59806867	+	59805839	NA	exon (ENSMUST00000030080.6, exon 1 of 9)	-exon (ENSMUST00000030080.6, exon 1 of 9)	268	ENSMUST00000123665.1	ENSMUSG00000028385	ENSMUST00000143185			Snx30			
chr1-110	chr1	59804347	59804710	+	59802558	NA	exon (ENSMUST00000194136.1, exon 1 of 1)	-exon (ENSMUST00000194136.1, exon 1 of 1)	3265	ENSMUST00000194136.1	ENSMUSG00000104052	ENSMUST00000194136			Gm38125			
chr11-181	chr11	59787214	59787753	+	59789199	NA	exon (ENSMUST00000051493.7, exon 1 of 2)	-exon (ENSMUST00000051493.7, exon 1 of 2)	159	ENSMUST00000125307.1	ENSMUSG00000043648	ENSMUST00000125307			Pld6			
chr9-207	chr9	59750291	59751676	+	59751609	NA	promoter-TSS (ENSMUST00000051039.4)	-promoter-TSS (ENSMUST00000051039.4)	87	ENSMUST00000135298.7	ENSMUSG00000039585	ENSMUST00000147364			Myo9a			
chr9-209	chr9	59750291	59751676	+	59751609	NA	promoter-TSS (ENSMUST00000051039.4)	-promoter-TSS (ENSMUST00000051039.4)	87	ENSMUST00000135298.7	ENSMUSG00000039585	ENSMUST00000147364			Myo9a			
chr9-206	chr9	59750291	59751676	+	59751609	NA	promoter-TSS (ENSMUST00000051039.4)	-promoter-TSS (ENSMUST00000051039.4)	87	ENSMUST00000135298.7	ENSMUSG00000039585	ENSMUST00000147364			Myo9a			
chr9-208	chr9	59750291	59751676	+	59751609	NA	promoter-TSS (ENSMUST00000051039.4)	-promoter-TSS (ENSMUST00000051039.4)	87	ENSMUST00000135298.7	ENSMUSG00000039585	ENSMUST00000147364			Myo9a			
chr1-108	chr1	59684812	59686005	+	59685358	NA	intron (ENSMUST00000191142.6, intron 1 of 14)	-intron (ENSMUST00000027174.9, intron 1 of 12)	354	ENSMUST00000189327.6	ENSMUSG00000026020	ENSMUST00000191088			Nop58			
chr1-109	chr1	59684812	59686005	+	59685358	NA	intron (ENSMUST00000191142.6, intron 1 of 14)	-intron (ENSMUST00000027174.9, intron 1 of 12)	354	ENSMUST00000189327.6	ENSMUSG00000026020	ENSMUST00000191088			Nop58			
chr9-203	chr9	59655871	59657495	+	59658178	NA	intron (ENSMUST00000163694.2, intron 1 of 10)	-intron (ENSMUST00000034834.15, intron 1 of 10)	315	ENSMUST00000034834.15	ENSMUSG00000032294	ENSMUST00000163694			Pkm			
chr9-205	chr9	59659798	59660004	+	59658178	NA	intron (ENSMUST00000163694.2, intron 1 of 10)	-intron (ENSMUST00000034834.15, intron 1 of 10)	3533	ENSMUST00000034834.15	ENSMUSG00000032294	ENSMUST00000163694			Pkm			
chr9-202	chr9	59655871	59657495	+	59658178	NA	intron (ENSMUST00000163694.2, intron 1 of 10)	-intron (ENSMUST00000034834.15, intron 1 of 10)	315	ENSMUST00000034834.15	ENSMUSG00000032294	ENSMUST00000163694			Pkm			
chr9-204	chr9	59655871	59657495	+	59658178	NA	intron (ENSMUST00000163694.2, intron 1 of 10)	-intron (ENSMUST00000034834.15, intron 1 of 10)	315	ENSMUST00000034834.15	ENSMUSG00000032294	ENSMUST00000163694			Pkm			
chr4-401	chr4	59625848	59626736	+	59626210	NA	promoter-TSS (ENSMUST00000052420.6)	-promoter-TSS (ENSMUST00000052420.6)	49	ENSMUST00000052420.6	ENSMUSG00000045071	ENSMUST00000152797			E130308A19Rik			
chr4-402	chr4	59625848	59626736	+	59626210	NA	promoter-TSS (ENSMUST00000052420.6)	-promoter-TSS (ENSMUST00000052420.6)	49	ENSMUST00000052420.6	ENSMUSG00000045071	ENSMUST00000152797			E130308A19Rik			
chr1-107	chr1	59624917	59625255	+	59625716	NA	intron (ENSMUST00000191158.6, intron 2 of 3)	-intron (ENSMUST00000114243.7, intron 13 of 19)	-1494	ENSMUST00000158651.1	ENSMUSG00000089276	ENSMUST00000158651			Gm24545			
chr1-106	chr1	59623368	59623785	+	59625716	NA	intron (ENSMUST00000191158.6, intron 2 of 3)	-intron (ENSMUST00000114243.7, intron 13 of 19)	-3004	ENSMUST00000158651.1	ENSMUSG00000089276	ENSMUST00000158651			Gm24545			
chr4-399	chr4	59580877	59582114	+	59581562	NA	promoter-TSS (ENSMUST00000030078.11)	-promoter-TSS (ENSMUST00000030078.11)	-68	ENSMUST00000030078.11	ENSMUSG00000028383	ENSMUST00000128792			Hsdl2			
chr4-398	chr4	59580877	59582114	+	59581562	NA	promoter-TSS (ENSMUST00000030078.11)	-promoter-TSS (ENSMUST00000030078.11)	-68	ENSMUST00000030078.11	ENSMUSG00000028383	ENSMUST00000128792			Hsdl2			
chr4-400	chr4	59580877	59582114	+	59581562	NA	promoter-TSS (ENSMUST00000030078.11)	-promoter-TSS (ENSMUST00000030078.11)	-68	ENSMUST00000030078.11	ENSMUSG00000028383	ENSMUST00000128792			Hsdl2			
chr9-200	chr9	59577763	59578748	+	59580096	NA	promoter-TSS (ENSMUST00000034840.9)	-promoter-TSS (ENSMUST00000034840.9)	63	ENSMUST00000129357.7	ENSMUSG00000032297	ENSMUST00000118164			Celf6			
chr9-199	chr9	59577763	59578748	+	59580096	NA	promoter-TSS (ENSMUST00000034840.9)	-promoter-TSS (ENSMUST00000034840.9)	63	ENSMUST00000129357.7	ENSMUSG00000032297	ENSMUST00000118164			Celf6			
chr9-201	chr9	59577763	59578748	+	59580096	NA	promoter-TSS (ENSMUST00000034840.9)	-promoter-TSS (ENSMUST00000034840.9)	63	ENSMUST00000129357.7	ENSMUSG00000032297	ENSMUST00000118164			Celf6			
chr1-105	chr1	59573659	59574227	+	59573969	NA	intron (ENSMUST00000114243.7, intron 11 of 19)	-intron (ENSMUST00000114243.7, intron 11 of 19)	15935	ENSMUST00000187979.1	ENSMUSG00000047361	ENSMUST00000186310			Gm973			
chr13-153	chr13	59556657	59557844	+	59559431	NA	promoter-TSS (ENSMUST00000022040.12)	-promoter-TSS (ENSMUST00000022040.12)	29	ENSMUST00000165370.7	ENSMUSG00000021557	ENSMUST00000170555			Agtpbp1			
chr13-154	chr13	59556657	59557844	+	59559431	NA	promoter-TSS (ENSMUST00000022040.12)	-promoter-TSS (ENSMUST00000022040.12)	29	ENSMUST00000165370.7	ENSMUSG00000021557	ENSMUST00000170555			Agtpbp1			
chr4-397	chr4	59548620	59549915	+	59549153	NA	promoter-TSS (ENSMUST00000030076.11)	-promoter-TSS (ENSMUST00000030076.11)	-2	ENSMUST00000173884.7	ENSMUSG00000028382	ENSMUST00000172471			Ptbp3			
chr9-196	chr9	59485537	59487299	+	59485199	NA	promoter-TSS (ENSMUST00000165322.1)	-promoter-TSS (ENSMUST00000165322.1)	-71	ENSMUST00000165322.1	ENSMUSG00000025234	ENSMUST00000168497			Arih1			
chr9-198	chr9	59485537	59487299	+	59485199	NA	promoter-TSS (ENSMUST00000165322.1)	-promoter-TSS (ENSMUST00000165322.1)	-71	ENSMUST00000165322.1	ENSMUSG00000025234	ENSMUST00000168497			Arih1			
chr9-197	chr9	59485537	59487299	+	59485199	NA	promoter-TSS (ENSMUST00000165322.1)	-promoter-TSS (ENSMUST00000165322.1)	-71	ENSMUST00000165322.1	ENSMUSG00000025234	ENSMUST00000168497			Arih1			
chr11-180	chr11	59298004	59298757	+	59297959	NA	Intergenic	Intergenic	-7628	ENSMUST00000010044.7	ENSMUSG00000009900	ENSMUST00000010044			Wnt3a			
chr7-250	chr7	59228111	59229651	+	59228066	NA	promoter-TSS (ENSMUST00000200758.3)	-promoter-TSS (ENSMUST00000200758.3)	59	ENSMUST00000202207.3	ENSMUSG00000025326	ENSMUST00000201794			Ube3a			
chr7-249	chr7	59228111	59229651	+	59228066	NA	promoter-TSS (ENSMUST00000200758.3)	-promoter-TSS (ENSMUST00000200758.3)	59	ENSMUST00000202207.3	ENSMUSG00000025326	ENSMUST00000201794			Ube3a			
chr7-252	chr7	59228111	59229651	+	59228066	NA	promoter-TSS (ENSMUST00000200758.3)	-promoter-TSS (ENSMUST00000200758.3)	59	ENSMUST00000202207.3	ENSMUSG00000025326	ENSMUST00000201794			Ube3a			
chr7-251	chr7	59228111	59229651	+	59228066	NA	promoter-TSS (ENSMUST00000200758.3)	-promoter-TSS (ENSMUST00000200758.3)	59	ENSMUST00000202207.3	ENSMUSG00000025326	ENSMUST00000201794			Ube3a			
chr11-178	chr11	59227795	59229053	+	59227876	NA	promoter-TSS (ENSMUST00000061242.7)	-promoter-TSS (ENSMUST00000061242.7)	-154	ENSMUST00000061242.7	ENSMUSG00000048076	ENSMUST00000061242			Arf1			
chr11-179	chr11	59227795	59229053	+	59227876	NA	promoter-TSS (ENSMUST00000061242.7)	-promoter-TSS (ENSMUST00000061242.7)	-154	ENSMUST00000061242.7	ENSMUSG00000048076	ENSMUST00000061242			Arf1			
chr3-94	chr3	59224872	59225351	+	59224155	NA	intron (ENSMUST00000196583.4, intron 1 of 3)	-intron (ENSMUST00000040325.13, intron 14 of 42)	2470	ENSMUST00000196583.4	ENSMUSG00000036353	ENSMUST00000199675			P2ry12			
chr3-95	chr3	59225857	59226221	+	59224155	NA	intron (ENSMUST00000196583.4, intron 1 of 3)	-intron (ENSMUST00000040325.13, intron 14 of 42)	1542	ENSMUST00000196583.4	ENSMUSG00000036353	ENSMUST00000199675			P2ry12			
chr19-305	chr19	59208382	59209605	+	59207645	NA	Intergenic	Intergenic	-10655	ENSMUST00000065204.6	ENSMUSG00000040901	ENSMUST00000065204			Kcnk18			
chr19-306	chr19	59208382	59209605	+	59207645	NA	Intergenic	Intergenic	-10655	ENSMUST00000065204.6	ENSMUSG00000040901	ENSMUST00000065204			Kcnk18			
chr19-304	chr19	59208382	59209605	+	59207645	NA	Intergenic	Intergenic	-10655	ENSMUST00000065204.6	ENSMUSG00000040901	ENSMUST00000065204			Kcnk18			
chr15-199	chr15	59201839	59202815	+	59203845	NA	Intergenic	Intergenic	-8581	ENSMUST00000027054.8	ENSMUSG00000025922	ENSMUST00000027054			Gm5045			
chr15-198	chr15	59201839	59202815	+	59203845	NA	Intergenic	Intergenic	-8581	ENSMUST00000027054.8	ENSMUSG00000025922	ENSMUST00000027054			Gm5045			
chr15-197	chr15	59201839	59202815	+	59203845	NA	Intergenic	Intergenic	-8581	ENSMUST00000027054.8	ENSMUSG00000025922	ENSMUST00000027054			Gm5045			
chr4-396	chr4	59189037	59189782	+	59189256	NA	promoter-TSS (ENSMUST00000133996.1)	-promoter-TSS (ENSMUST00000133996.1)	-149	ENSMUST00000133996.1	ENSMUSG00000028381	ENSMUST00000155153			Ugcg			
chr4-395	chr4	59189037	59189782	+	59189256	NA	promoter-TSS (ENSMUST00000133996.1)	-promoter-TSS (ENSMUST00000133996.1)	-149	ENSMUST00000133996.1	ENSMUSG00000028381	ENSMUST00000155153			Ugcg			
chr15-194	chr15	59080151	59081635	+	59082756	NA	intron (ENSMUST00000080371.6, intron 1 of 14)	-intron (ENSMUST00000080371.6, intron 1 of 14)	1133	ENSMUST00000080371.6	ENSMUSG00000022353	ENSMUST00000080371			Mtss1			
chr15-196	chr15	59081731	59082554	+	59082756	NA	promoter-TSS (ENSMUST00000080371.6)	-promoter-TSS (ENSMUST00000080371.6)	-116	ENSMUST00000080371.6	ENSMUSG00000022353	ENSMUST00000080371			Mtss1			
chr15-193	chr15	59080151	59081635	+	59082756	NA	intron (ENSMUST00000080371.6, intron 1 of 14)	-intron (ENSMUST00000080371.6, intron 1 of 14)	1133	ENSMUST00000080371.6	ENSMUSG00000022353	ENSMUST00000080371			Mtss1			
chr15-195	chr15	59080151	59081635	+	59082756	NA	intron (ENSMUST00000080371.6, intron 1 of 14)	-intron (ENSMUST00000080371.6, intron 1 of 14)	1133	ENSMUST00000080371.6	ENSMUSG00000022353	ENSMUST00000080371			Mtss1			
chr19-303	chr19	59074849	59076571	+	59076002	NA	exon (ENSMUST00000047511.13, exon 1 of 17)	-exon (ENSMUST00000047511.13, exon 1 of 17)	359	ENSMUST00000163821.1	ENSMUSG00000041362	ENSMUST00000163821			Shtn1			
chr19-301	chr19	59074849	59076571	+	59076002	NA	exon (ENSMUST00000047511.13, exon 1 of 17)	-exon (ENSMUST00000047511.13, exon 1 of 17)	359	ENSMUST00000163821.1	ENSMUSG00000041362	ENSMUST00000163821			Shtn1			
chr19-302	chr19	59074849	59076571	+	59076002	NA	exon (ENSMUST00000047511.13, exon 1 of 17)	-exon (ENSMUST00000047511.13, exon 1 of 17)	359	ENSMUST00000163821.1	ENSMUSG00000041362	ENSMUST00000163821			Shtn1			
chr12-111	chr12	59060986	59061595	+	59060178	NA	exon (ENSMUST00000021380.8, exon 1 of 6)	-exon (ENSMUST00000021380.8, exon 1 of 6)	171	ENSMUST00000021380.8	ENSMUSG00000020993	ENSMUST00000021380			Trappc6b			
chr12-110	chr12	59060748	59060907	+	59060178	NA	intron (ENSMUST00000021380.8, intron 1 of 5)	-intron (ENSMUST00000021380.8, intron 1 of 5)	634	ENSMUST00000021380.8	ENSMUSG00000020993	ENSMUST00000021380			Trappc6b			
chr4-392	chr4	59035027	59036392	+	59035087	NA	promoter-TSS (ENSMUST00000126507.1)	-promoter-TSS (ENSMUST00000126507.1)	-63	ENSMUST00000126507.1	ENSMUSG00000038607	ENSMUST00000041160			Gng10			
chr4-394	chr4	59035027	59036392	+	59035087	NA	promoter-TSS (ENSMUST00000126507.1)	-promoter-TSS (ENSMUST00000126507.1)	-63	ENSMUST00000126507.1	ENSMUSG00000038607	ENSMUST00000041160			Gng10			
chr4-393	chr4	59035027	59036392	+	59035087	NA	promoter-TSS (ENSMUST00000126507.1)	-promoter-TSS (ENSMUST00000126507.1)	-63	ENSMUST00000126507.1	ENSMUSG00000038607	ENSMUST00000041160			Gng10			
chr6-266	chr6	59011823	59012130	+	59013873	NA	intron (ENSMUST00000174307.1, intron 1 of 1)	-intron (ENSMUST00000089860.11, intron 1 of 17)	12364	ENSMUST00000173193.1	ENSMUSG00000037709	ENSMUST00000204616			Fam13a			
